CampaignID,CampaignName,Platform,AdType,StartDate,EndDate,Status,Impressions,Reach,Clicks,Likes,Comments,Shares,VideoViews,LinkClicks,CTR (%),EngagementRate (%),AdSpend ($),Revenue ($),Conversions,ConversionRate (%),CPC ($),CPM ($),ROAS,ROI (%),AudienceAge,AudienceGender,Objective,CostPerConversion ($)
CMP-0225,TW-0225,Twitter,Image,2024-11-22,2024-12-16,Active,704080,358302,12664,23756,2729.0,1586.0,39353,5823,1.8,3.99,897.38,637.11,1525,12.04,0.07,1.27,0.71,-29.0,45+,All,Awareness,0.59
CMP-0226,FB-0226,Facebook,Video,2024-02-16,2024-03-13,Completed,660498,284031,30306,32174,5060.0,1839.0,291603,16921,4.59,5.92,29186.75,65278.76,2672,8.82,0.96,44.19,2.24,123.66,45+,All,Awareness,10.92
CMP-0227,IG-0227,Instagram,Video,2024-01-21,2024-02-26,Completed,591179,323586,50344,56517,4935.0,5404.0,362204,27068,8.52,11.31,41194.09,134811.84,6362,12.64,0.82,69.68,3.27,227.26,18-24,All,Traffic,6.48
CMP-0228,IG-0228,Instagram,Carousel,2024-11-22,2024-12-29,Completed,199546,167911,15219,21594,3758.0,1971.0,5634,13447,7.63,13.69,8949.19,35046.11,1897,12.46,0.59,44.85,3.92,291.61,25-34,All,Traffic,4.72
CMP-0229,IG-0229,Instagram,Image,2024-12-03,2024-12-12,Active,192316,160919,5430,8824,615.0,1159.0,24754,3958,2.82,5.51,31708.47,56431.33,454,8.36,5.84,164.88,1.78,77.97,35-44,M,Awareness,69.84
CMP-0230,FB-0230,Facebook,Story,2024-02-10,2024-03-15,Completed,68648,39847,6212,14372,3081.0,2401.0,9666,4400,9.05,28.92,33176.37,155009.37,522,8.4,5.34,483.28,4.67,367.23,18-24,M,Sales,63.56
CMP-0231,TW-0231,Twitter,Video,2024-04-07,2024-04-24,Completed,265846,182108,30296,52997,8565.0,8446.0,169183,20852,11.4,26.33,31763.49,83708.71,3163,10.44,1.05,119.48,2.64,163.54,18-24,M,Traffic,10.04
CMP-0232,TW-0232,Twitter,Carousel,2024-09-30,2024-11-02,Completed,335463,226451,40134,89749,11888.0,12683.0,42738,22544,11.96,34.08,24780.37,58861.19,1753,4.37,0.62,73.87,2.38,137.53,35-44,F,Engagement,14.14
CMP-0233,IG-0233,Instagram,Image,2024-05-25,2024-05-31,Completed,321503,129657,38003,44281,5002.0,7237.0,45857,30826,11.82,17.58,23251.58,77970.48,5270,13.87,0.61,72.32,3.35,235.33,25-34,M,Engagement,4.41
CMP-0234,FB-0234,Facebook,Carousel,2024-10-25,2024-11-14,Completed,319889,142655,16306,38488,7576.0,5995.0,39371,7932,5.1,16.27,31186.98,105448.24,2048,12.56,1.91,97.49,3.38,238.12,18-24,All,Traffic,15.23
CMP-0235,TW-0235,Twitter,Story,2024-01-29,2024-02-24,Completed,460401,280043,48250,109944,10482.0,15880.0,240150,19575,10.48,29.61,17520.67,35460.38,5733,11.88,0.36,38.06,2.02,102.39,18-24,F,Awareness,3.06
CMP-0236,TW-0236,Twitter,Video,2024-12-10,2025-01-09,Paused,629041,432545,9661,14822,3072.0,943.0,210928,6163,1.54,2.99,24892.78,45125.38,1104,11.43,2.58,39.57,1.81,81.28,45+,All,Awareness,22.55
CMP-0237,FB-0237,Facebook,Story,2024-09-06,2024-10-06,Completed,210625,143347,25204,42625,4196.0,3520.0,84470,18710,11.97,23.9,5507.58,14142.97,2284,9.06,0.22,26.15,2.57,156.79,35-44,F,Engagement,2.41
CMP-0238,TW-0238,Twitter,Image,2024-03-27,2024-04-23,Completed,468690,333515,26084,61849,5980.0,2969.0,18878,19934,5.57,15.11,33411.38,57308.59,574,2.2,1.28,71.29,1.72,71.52,25-34,F,Engagement,58.21
CMP-0239,FB-0239,Facebook,Carousel,2024-01-12,2024-02-07,Completed,569139,287948,38609,80136,12802.0,11193.0,84801,28861,6.78,18.3,17259.0,86816.25,3998,10.36,0.45,30.32,5.03,403.02,18-24,F,Engagement,4.32
CMP-0240,TW-0240,Twitter,Carousel,2024-12-01,2024-12-06,Completed,289489,211758,31837,44965,3218.0,3902.0,39035,18887,11.0,17.99,23130.04,93640.67,4685,14.72,0.73,79.9,4.05,304.84,35-44,F,Awareness,4.94
CMP-0241,FB-0241,Facebook,Video,2024-08-22,2024-10-01,Completed,27532,11560,3057,4030,596.0,641.0,3107,2268,11.1,19.13,13953.52,76464.9,182,5.95,4.56,506.81,5.48,448.0,35-44,M,Engagement,76.67
CMP-0242,FB-0242,Facebook,Carousel,2024-06-23,2024-07-23,Completed,97059,74244,6297,12295,2760.0,1842.0,7206,4322,6.49,17.41,14401.03,50790.19,438,6.96,2.29,148.37,3.53,252.68,45+,All,Traffic,32.88
CMP-0243,TW-0243,Twitter,Video,2024-06-07,2024-07-15,Completed,455955,409375,53444,55942,13236.0,10446.0,146930,36270,11.72,17.46,5768.23,12043.99,7632,14.28,0.11,12.65,2.09,108.8,25-34,All,Conversions,0.76
CMP-0244,IG-0244,Instagram,Story,2024-11-22,2024-12-14,Active,116957,54475,937,2320,402.0,317.0,61829,654,0.8,2.6,1660.76,1490.33,39,4.16,1.77,14.2,0.9,-10.26,45+,M,Traffic,42.58
CMP-0245,TW-0245,Twitter,Carousel,2024-07-17,2024-08-22,Completed,176742,87775,1538,3229,171.0,268.0,13025,1186,0.87,2.08,34221.06,28426.81,228,14.82,22.25,193.62,0.83,-16.93,45+,All,Awareness,150.09
CMP-0246,IG-0246,Instagram,Video,2024-01-22,2024-02-20,Completed,418296,295213,37807,68410,10606.0,12322.0,272245,24964,9.04,21.84,37301.95,26561.96,2768,7.32,0.99,89.18,0.71,-28.79,25-34,All,Traffic,13.48
CMP-0247,FB-0247,Facebook,Story,2024-11-18,2024-11-26,Paused,422375,355723,39691,51044,4251.0,4446.0,313961,29568,9.4,14.14,21129.26,78822.86,5418,13.65,0.53,50.02,3.73,273.05,18-24,All,Engagement,3.9
CMP-0248,TW-0248,Twitter,Video,2024-06-14,2024-07-17,Paused,623990,529336,67401,155044,10548.0,14241.0,345692,50937,10.8,28.82,33130.17,31670.99,2221,3.3,0.49,53.09,0.96,-4.4,45+,All,Traffic,14.92
CMP-0249,IG-0249,Instagram,Video,2024-07-13,2024-07-20,Completed,356475,243381,28819,30408,6804.0,2086.0,213326,17573,8.08,11.02,34704.05,94786.87,1536,5.33,1.2,97.35,2.73,173.13,25-34,M,Traffic,22.59
CMP-0250,FB-0250,Facebook,Carousel,2024-09-11,2024-10-17,Completed,11029,7764,681,795,144.0,89.0,854,477,6.17,9.32,39756.47,75162.18,7,1.03,58.38,3604.72,1.89,89.06,25-34,M,Awareness,5679.5
CMP-0251,IG-0251,Instagram,Image,2024-01-17,2024-02-10,Completed,96962,41161,5134,5662,1044.0,780.0,10655,3580,5.29,7.72,8395.16,23310.75,617,12.02,1.64,86.58,2.78,177.67,35-44,M,Awareness,13.61
CMP-0252,IG-0252,Instagram,Story,2024-08-06,2024-09-15,Paused,146081,67345,15167,20621,2737.0,1517.0,35984,6508,10.38,17.03,44081.07,138623.2,1364,8.99,2.91,301.76,3.14,214.47,18-24,F,Conversions,32.32
CMP-0253,TW-0253,Twitter,Carousel,2024-06-11,2024-07-02,Completed,658518,379916,13115,23036,3546.0,3250.0,55332,6425,1.99,4.53,32032.12,172854.55,1250,9.53,2.44,48.64,5.4,439.63,18-24,M,Traffic,25.63
CMP-0254,FB-0254,Facebook,Video,2024-07-31,2024-08-31,Paused,592638,475901,17434,32933,6191.0,2657.0,87405,9591,2.94,7.05,34632.95,37028.99,1516,8.7,1.99,58.44,1.07,6.92,35-44,F,Conversions,22.84
CMP-0255,FB-0255,Facebook,Video,2024-06-22,2024-07-27,Completed,42285,30564,2552,4762,1087.0,599.0,14147,2021,6.04,15.25,33545.02,156840.7,173,6.78,13.14,793.31,4.68,367.55,35-44,All,Awareness,193.9
CMP-0256,TW-0256,Twitter,Image,2024-12-16,2025-01-11,Paused,375771,162748,8330,18569,2187.0,1857.0,33614,4023,2.22,6.02,8838.36,9582.75,789,9.47,1.06,23.52,1.08,8.42,35-44,All,Awareness,11.2
CMP-0257,IG-0257,Instagram,Story,2024-05-01,2024-05-29,Completed,322329,163765,12817,12698,2628.0,2088.0,238313,7970,3.98,5.4,21978.51,65941.5,172,1.34,1.71,68.19,3.0,200.03,25-34,F,Awareness,127.78
CMP-0258,TW-0258,Twitter,Carousel,2024-03-14,2024-03-25,Completed,546218,403304,11067,22485,3190.0,3466.0,48015,4449,2.03,5.34,31073.83,107870.87,1555,14.05,2.81,56.89,3.47,247.14,18-24,F,Engagement,19.98
CMP-0259,TW-0259,Twitter,Carousel,2024-06-08,2024-06-26,Completed,206898,112404,13699,28956,5334.0,2421.0,8374,6263,6.62,17.74,25403.35,25705.05,1974,14.41,1.85,122.78,1.01,1.19,35-44,All,Awareness,12.87
CMP-0260,TW-0260,Twitter,Carousel,2024-03-28,2024-04-06,Completed,360193,241433,3902,3313,764.0,159.0,25165,1728,1.08,1.18,31858.15,157901.08,253,6.48,8.16,88.45,4.96,395.64,45+,All,Traffic,125.92
CMP-0261,FB-0261,Facebook,Image,2024-08-26,2024-09-08,Completed,496022,222531,20185,38260,7778.0,4410.0,71014,9524,4.07,10.17,11983.35,27768.38,2733,13.54,0.59,24.16,2.32,131.72,25-34,All,Sales,4.38
CMP-0262,IG-0262,Instagram,Story,2024-02-03,2024-03-09,Paused,488646,402098,18304,25490,4204.0,3091.0,187630,13858,3.75,6.71,25248.67,21578.02,457,2.5,1.38,51.67,0.85,-14.54,35-44,All,Traffic,55.25
CMP-0263,FB-0263,Facebook,Video,2024-09-03,2024-10-02,Active,732774,509633,69757,107432,22288.0,13657.0,194410,51013,9.52,19.57,41923.42,141321.39,1458,2.09,0.6,57.21,3.37,237.09,45+,M,Engagement,28.75
CMP-0264,TW-0264,Twitter,Image,2024-03-31,2024-04-24,Completed,77988,54523,6538,11859,2537.0,1095.0,8098,2816,8.38,19.86,6681.79,22743.74,264,4.04,1.02,85.68,3.4,240.38,18-24,M,Conversions,25.31
CMP-0265,IG-0265,Instagram,Story,2024-08-16,2024-09-02,Completed,336976,185292,32467,63481,14835.0,12053.0,203012,27842,9.63,26.82,26431.35,94028.31,4825,14.86,0.81,78.44,3.56,255.75,45+,M,Engagement,5.48
CMP-0266,TW-0266,Twitter,Image,2024-10-13,2024-11-09,Paused,37699,19513,3232,4751,539.0,481.0,2623,2173,8.57,15.31,21631.78,31174.3,332,10.27,6.69,573.8,1.44,44.11,45+,F,Awareness,65.16
CMP-0267,TW-0267,Twitter,Video,2024-02-06,2024-02-12,Paused,694886,429694,82604,77972,13913.0,8306.0,291310,65625,11.89,14.42,19443.84,27201.68,7816,9.46,0.24,27.98,1.4,39.9,45+,All,Awareness,2.49
CMP-0268,FB-0268,Facebook,Video,2024-01-04,2024-02-09,Completed,253250,191473,9107,21630,3574.0,981.0,32037,5843,3.6,10.34,26321.96,139735.09,561,6.16,2.89,103.94,5.31,430.87,18-24,M,Traffic,46.92
CMP-0269,IG-0269,Instagram,Story,2024-09-24,2024-10-04,Completed,666297,513610,76922,71748,12680.0,12031.0,212382,32798,11.54,14.48,35144.46,99962.94,4468,5.81,0.46,52.75,2.84,184.43,45+,All,Engagement,7.87
CMP-0270,IG-0270,Instagram,Carousel,2024-12-21,2025-01-14,Paused,596088,316058,46119,82222,13531.0,11923.0,34530,35451,7.74,18.06,22071.83,25031.81,637,1.38,0.48,37.03,1.13,13.41,18-24,F,Awareness,34.65
CMP-0271,IG-0271,Instagram,Carousel,2024-02-27,2024-03-14,Completed,163477,119269,7768,8530,1761.0,663.0,7112,5155,4.75,6.7,44291.19,236370.04,113,1.45,5.7,270.93,5.34,433.67,25-34,F,Awareness,391.96
CMP-0272,IG-0272,Instagram,Video,2024-11-22,2024-12-07,Completed,366838,156699,12988,28485,1723.0,3254.0,158973,8288,3.54,9.12,41549.44,69317.2,1854,14.27,3.2,113.26,1.67,66.83,45+,F,Engagement,22.41
CMP-0273,IG-0273,Instagram,Image,2024-08-17,2024-09-15,Completed,561011,415954,5451,12864,2283.0,2482.0,42710,4682,0.97,3.14,15406.05,28276.87,709,13.01,2.83,27.46,1.84,83.54,18-24,F,Traffic,21.73
CMP-0274,TW-0274,Twitter,Video,2024-10-28,2024-11-14,Completed,715638,533249,18385,31823,5873.0,5507.0,77555,8252,2.57,6.04,20344.43,32491.72,451,2.45,1.11,28.43,1.6,59.71,35-44,F,Engagement,45.11
CMP-0275,FB-0275,Facebook,Image,2024-12-02,2024-12-20,Completed,674078,310679,77617,73492,12562.0,7360.0,80418,56191,11.51,13.86,8722.2,9195.17,9504,12.24,0.11,12.94,1.05,5.42,25-34,F,Sales,0.92
CMP-0276,FB-0276,Facebook,Story,2024-05-21,2024-06-22,Completed,705007,553388,29745,31986,2072.0,5256.0,259413,16845,4.22,5.58,43024.45,78447.52,547,1.84,1.45,61.03,1.82,82.33,45+,M,Sales,78.66
CMP-0277,TW-0277,Twitter,Story,2024-09-08,2024-09-19,Paused,233994,165429,4029,6247,635.0,284.0,34932,3077,1.72,3.06,1335.03,3989.75,478,11.86,0.33,5.71,2.99,198.85,18-24,M,Awareness,2.79
CMP-0278,TW-0278,Twitter,Carousel,2024-10-21,2024-10-26,Completed,519514,332005,26728,54450,11568.0,2788.0,25643,15828,5.14,13.24,35202.43,38934.53,2846,10.65,1.32,67.76,1.11,10.6,35-44,F,Sales,12.37
CMP-0279,TW-0279,Twitter,Image,2024-06-23,2024-07-03,Completed,309043,223715,7822,6780,859.0,478.0,34138,6634,2.53,2.63,16487.12,15239.25,768,9.82,2.11,53.35,0.92,-7.57,45+,All,Traffic,21.47
CMP-0280,FB-0280,Facebook,Video,2024-02-02,2024-03-12,Completed,528956,352797,53392,83495,20804.0,3834.0,73650,42387,10.09,20.44,5759.33,26121.55,853,1.6,0.11,10.89,4.54,353.55,45+,All,Engagement,6.75
CMP-0281,TW-0281,Twitter,Video,2024-01-19,2024-02-02,Completed,24989,15883,2763,2425,461.0,147.0,5511,1174,11.06,12.14,35819.52,99611.33,146,5.28,12.96,1433.41,2.78,178.09,25-34,All,Sales,245.34
CMP-0282,FB-0282,Facebook,Story,2024-11-11,2024-11-30,Active,451915,256991,45701,93891,12243.0,5570.0,261596,30754,10.11,24.72,43428.81,68016.43,2514,5.5,0.95,96.1,1.57,56.62,18-24,All,Engagement,17.27
CMP-0283,IG-0283,Instagram,Video,2024-03-27,2024-04-24,Completed,464969,242631,33444,34337,7149.0,4846.0,168919,16015,7.19,9.96,4092.16,2193.89,4452,13.31,0.12,8.8,0.54,-46.39,18-24,All,Conversions,0.92
CMP-0284,IG-0284,Instagram,Story,2024-04-15,2024-04-29,Completed,553496,346050,17996,19736,3716.0,2672.0,333226,12705,3.25,4.72,37278.52,74780.67,401,2.23,2.07,67.35,2.01,100.6,45+,M,Engagement,92.96
CMP-0285,TW-0285,Twitter,Image,2024-10-03,2024-11-09,Completed,661895,482960,24350,27498,5755.0,4114.0,96580,15515,3.68,5.65,30321.35,21697.29,844,3.47,1.25,45.81,0.72,-28.44,35-44,F,Engagement,35.93
CMP-0286,TW-0286,Twitter,Story,2024-01-27,2024-03-06,Active,513623,337682,6753,8103,1126.0,1075.0,202031,5223,1.31,2.01,10737.81,11281.83,916,13.56,1.59,20.91,1.05,5.07,25-34,M,Awareness,11.72
CMP-0287,FB-0287,Facebook,Story,2024-02-07,2024-03-13,Completed,61978,52386,1342,3190,449.0,325.0,12115,1019,2.17,6.4,43912.24,66353.79,132,9.84,32.72,708.51,1.51,51.11,25-34,M,Sales,332.67
CMP-0288,FB-0288,Facebook,Image,2024-08-22,2024-09-22,Paused,235533,198602,17527,37546,6668.0,5175.0,9913,15512,7.44,20.97,4348.11,20805.14,2273,12.97,0.25,18.46,4.78,378.49,45+,M,Sales,1.91
CMP-0289,IG-0289,Instagram,Image,2024-05-06,2024-05-26,Completed,612615,313170,68404,164759,38347.0,30269.0,45523,28874,11.17,38.09,33139.7,100117.74,10177,14.88,0.48,54.1,3.02,202.11,45+,All,Engagement,3.26
CMP-0290,TW-0290,Twitter,Image,2024-05-03,2024-05-13,Completed,18026,13457,933,1092,132.0,85.0,2701,380,5.18,7.26,7700.23,21533.03,96,10.29,8.25,427.17,2.8,179.64,18-24,F,Traffic,80.21
CMP-0291,TW-0291,Twitter,Story,2024-07-08,2024-08-11,Completed,6429,5337,84,194,22.0,8.0,2559,44,1.31,3.48,24638.36,110192.45,11,13.1,293.31,3832.38,4.47,347.24,18-24,All,Awareness,2239.85
CMP-0292,FB-0292,Facebook,Carousel,2024-02-26,2024-03-26,Completed,654208,275053,30839,58652,11201.0,7608.0,78874,14469,4.71,11.84,24513.71,91808.55,1754,5.69,0.79,37.47,3.75,274.52,25-34,All,Sales,13.98
CMP-0293,IG-0293,Instagram,Story,2024-02-02,2024-03-01,Completed,514845,335022,51690,82666,12927.0,14223.0,375639,32357,10.04,21.33,30462.14,120816.36,3181,6.15,0.59,59.17,3.97,296.61,18-24,M,Traffic,9.58
CMP-0294,FB-0294,Facebook,Story,2024-05-27,2024-06-05,Paused,122466,91670,7602,17389,2680.0,2440.0,37378,6726,6.21,18.38,6375.22,14239.06,652,8.58,0.84,52.06,2.23,123.35,45+,All,Sales,9.78
CMP-0295,FB-0295,Facebook,Image,2024-04-28,2024-06-05,Completed,436690,301033,35115,75061,11051.0,10999.0,38831,23675,8.04,22.24,25742.7,128492.36,2602,7.41,0.73,58.95,4.99,399.14,35-44,M,Sales,9.89
CMP-0296,IG-0296,Instagram,Carousel,2024-01-25,2024-02-08,Completed,483073,424189,36782,39479,6200.0,2730.0,20673,27735,7.61,10.02,35853.35,46834.28,5026,13.66,0.97,74.22,1.31,30.63,18-24,M,Conversions,7.13
CMP-0297,IG-0297,Instagram,Carousel,2024-04-15,2024-05-25,Completed,702883,392540,31308,44894,7092.0,2963.0,41612,26931,4.45,7.82,22724.05,27880.58,2086,6.66,0.73,32.33,1.23,22.69,45+,F,Traffic,10.89
CMP-0298,TW-0298,Twitter,Carousel,2024-05-31,2024-07-05,Completed,606596,444904,58810,119885,28108.0,11291.0,20988,37608,9.7,26.26,30671.37,33259.44,918,1.56,0.52,50.56,1.08,8.44,18-24,F,Engagement,33.41
CMP-0299,IG-0299,Instagram,Image,2024-11-07,2024-11-24,Completed,237934,188120,22179,25122,1676.0,4419.0,25701,19491,9.32,13.12,18051.85,53294.96,3251,14.66,0.81,75.87,2.95,195.23,18-24,All,Traffic,5.55
CMP-0300,IG-0300,Instagram,Carousel,2024-01-07,2024-01-30,Completed,328050,291558,34623,32854,6425.0,3649.0,48891,27762,10.55,13.09,36352.44,194551.11,1745,5.04,1.05,110.81,5.35,435.18,45+,All,Traffic,20.83
CMP-0301,TW-0301,Twitter,Image,2024-06-04,2024-07-09,Completed,555818,496522,7005,17037,3428.0,922.0,40702,6004,1.26,3.85,25233.72,102227.73,476,6.8,3.6,45.4,4.05,305.12,25-34,M,Awareness,53.01
CMP-0302,TW-0302,Twitter,Story,2024-06-03,2024-06-27,Completed,490964,251501,47127,50041,5506.0,7130.0,267866,21776,9.6,12.77,13302.16,18581.28,4864,10.32,0.28,27.09,1.4,39.69,25-34,M,Awareness,2.73
CMP-0303,FB-0303,Facebook,Carousel,2024-10-16,2024-11-17,Completed,663501,492952,77655,170148,21207.0,26759.0,14783,41139,11.7,32.87,7003.1,19645.24,7100,9.14,0.09,10.55,2.81,180.52,25-34,F,Engagement,0.99
CMP-0304,IG-0304,Instagram,Carousel,2024-05-29,2024-07-06,Completed,85558,56205,7968,8856,610.0,1420.0,7758,6663,9.31,12.72,30981.04,62128.19,1002,12.58,3.89,362.11,2.01,100.54,35-44,M,Awareness,30.92
CMP-0305,FB-0305,Facebook,Image,2024-05-24,2024-06-21,Completed,437007,249162,47957,46715,3779.0,3521.0,19444,40692,10.97,12.36,37498.02,117303.71,4598,9.59,0.78,85.81,3.13,212.83,18-24,F,Awareness,8.16
CMP-0306,FB-0306,Facebook,Image,2024-06-08,2024-07-06,Paused,631680,417894,73630,80459,8925.0,12802.0,22372,34190,11.66,16.18,31118.1,63391.98,7892,10.72,0.42,49.26,2.04,103.71,25-34,M,Engagement,3.94
CMP-0307,FB-0307,Facebook,Image,2024-09-04,2024-10-06,Active,39385,31371,2522,2271,167.0,182.0,1126,1850,6.4,6.65,35315.5,180126.37,291,11.54,14.0,896.67,5.1,410.05,25-34,All,Awareness,121.36
CMP-0308,IG-0308,Instagram,Image,2024-05-22,2024-06-18,Completed,529953,418875,40006,66343,4223.0,11353.0,63181,26580,7.55,15.46,43409.74,58988.08,4409,11.02,1.09,81.91,1.36,35.89,18-24,All,Awareness,9.85
CMP-0309,TW-0309,Twitter,Story,2024-10-28,2024-11-13,Completed,117537,57642,5383,7780,722.0,594.0,21038,4803,4.58,7.74,5409.07,6380.33,146,2.71,1.0,46.02,1.18,17.96,35-44,All,Traffic,37.05
CMP-0310,FB-0310,Facebook,Carousel,2024-07-16,2024-08-08,Completed,332162,246970,33789,40005,5258.0,2969.0,25123,27990,10.17,14.52,36208.42,188117.59,4570,13.53,1.07,109.01,5.2,419.54,35-44,M,Engagement,7.92
CMP-0311,TW-0311,Twitter,Image,2024-09-24,2024-10-04,Paused,425085,317758,49913,102842,23497.0,6889.0,28600,24933,11.74,31.34,38059.31,95964.46,1898,3.8,0.76,89.53,2.52,152.14,25-34,F,Traffic,20.05
CMP-0312,TW-0312,Twitter,Carousel,2024-11-25,2024-12-25,Completed,704061,493957,36266,58885,6228.0,9591.0,23969,19052,5.15,10.61,28462.51,33387.72,2887,7.96,0.78,40.43,1.17,17.3,18-24,All,Engagement,9.86
CMP-0313,TW-0313,Twitter,Image,2024-07-14,2024-08-08,Completed,658506,295120,9087,18880,3842.0,3149.0,30456,6643,1.38,3.93,12144.1,26936.56,714,7.86,1.34,18.44,2.22,121.81,18-24,M,Sales,17.01
CMP-0314,FB-0314,Facebook,Story,2024-07-11,2024-08-13,Completed,39455,19271,3189,6776,1537.0,448.0,15840,1773,8.08,22.21,34498.5,115372.51,205,6.43,10.82,874.38,3.34,234.43,45+,All,Engagement,168.29
CMP-0315,IG-0315,Instagram,Story,2024-03-21,2024-04-27,Paused,523721,364259,25372,49476,10058.0,4230.0,74890,17639,4.84,12.18,16805.25,76426.36,709,2.79,0.66,32.09,4.55,354.78,18-24,All,Engagement,23.7
CMP-0316,IG-0316,Instagram,Carousel,2024-01-29,2024-02-18,Completed,684564,380651,10109,19910,4455.0,1161.0,28800,6765,1.48,3.73,29770.67,77771.86,153,1.51,2.94,43.49,2.61,161.24,45+,F,Traffic,194.58
CMP-0317,FB-0317,Facebook,Carousel,2024-07-18,2024-08-12,Completed,517081,232701,42730,58589,8820.0,9513.0,33165,30227,8.26,14.88,19901.61,59401.5,2600,6.08,0.47,38.49,2.98,198.48,18-24,All,Traffic,7.65
CMP-0318,IG-0318,Instagram,Story,2024-11-15,2024-11-25,Completed,611279,273465,26735,24445,5139.0,2836.0,150874,21329,4.37,5.3,13932.19,62982.33,2705,10.12,0.52,22.79,4.52,352.06,45+,All,Conversions,5.15
CMP-0319,IG-0319,Instagram,Carousel,2024-08-20,2024-09-29,Active,663342,498611,69127,123089,11396.0,23871.0,77270,43802,10.42,23.87,24206.01,86466.57,9760,14.12,0.35,36.49,3.57,257.21,45+,All,Engagement,2.48
CMP-0320,FB-0320,Facebook,Carousel,2024-05-03,2024-05-17,Completed,319861,262945,16690,37758,8768.0,5340.0,41574,8903,5.22,16.22,7646.0,30081.46,837,5.01,0.46,23.9,3.93,293.43,25-34,F,Engagement,9.14
CMP-0321,FB-0321,Facebook,Video,2024-06-07,2024-07-11,Completed,462318,282480,50462,57697,6031.0,2576.0,301786,27193,10.91,14.34,29171.08,20745.36,4395,8.71,0.58,63.1,0.71,-28.88,45+,M,Conversions,6.64
CMP-0322,IG-0322,Instagram,Carousel,2024-07-27,2024-08-24,Completed,99693,59661,10126,22608,2197.0,2969.0,8477,4661,10.16,27.86,26328.68,115203.23,1042,10.29,2.6,264.1,4.38,337.56,35-44,F,Conversions,25.27
CMP-0323,FB-0323,Facebook,Carousel,2024-10-26,2024-11-24,Completed,252399,219019,7589,7449,691.0,625.0,18447,6309,3.01,3.47,24239.41,96911.31,135,1.78,3.19,96.04,4.0,299.81,18-24,F,Traffic,179.55
CMP-0324,FB-0324,Facebook,Carousel,2024-03-15,2024-04-12,Completed,390602,316654,2899,7083,1212.0,1236.0,41438,2523,0.74,2.44,35601.72,60465.22,309,10.66,12.28,91.15,1.7,69.84,45+,F,Sales,115.22
CMP-0325,TW-0325,Twitter,Image,2024-05-01,2024-06-03,Completed,417064,360240,46111,60475,14348.0,9740.0,24467,38258,11.06,20.28,20028.64,41778.18,1495,3.24,0.43,48.02,2.09,108.59,45+,M,Traffic,13.4
CMP-0326,IG-0326,Instagram,Story,2024-06-19,2024-07-21,Completed,110272,89562,9409,15626,1880.0,2130.0,73816,7234,8.53,17.81,1717.11,1305.85,691,7.34,0.18,15.57,0.76,-23.95,25-34,All,Engagement,2.48
CMP-0327,FB-0327,Facebook,Story,2024-06-05,2024-06-30,Completed,121211,58049,7803,19105,4129.0,3097.0,83983,5796,6.44,21.72,14713.26,42548.21,943,12.09,1.89,121.39,2.89,189.18,25-34,F,Traffic,15.6
CMP-0328,IG-0328,Instagram,Carousel,2024-07-31,2024-08-28,Paused,603097,308932,68772,162940,29234.0,22854.0,83160,61005,11.4,35.65,31706.12,42606.04,2596,3.77,0.46,52.57,1.34,34.38,45+,All,Awareness,12.21
CMP-0329,FB-0329,Facebook,Carousel,2024-10-17,2024-10-29,Completed,461297,362892,51551,113738,16927.0,8634.0,21408,45005,11.18,30.2,12346.03,52251.06,6386,12.39,0.24,26.76,4.23,323.22,45+,M,Awareness,1.93
CMP-0330,FB-0330,Facebook,Carousel,2024-04-06,2024-05-07,Active,35170,19171,1234,2282,528.0,226.0,3831,776,3.51,8.63,6427.62,13602.32,14,1.13,5.21,182.76,2.12,111.62,45+,All,Conversions,459.12
CMP-0331,IG-0331,Instagram,Carousel,2024-10-12,2024-10-20,Active,498808,426038,59669,143017,34816.0,19409.0,58495,25225,11.96,39.54,28074.78,56501.53,2715,4.55,0.47,56.28,2.01,101.25,45+,All,Awareness,10.34
CMP-0332,TW-0332,Twitter,Image,2024-05-13,2024-05-28,Completed,360652,302568,7274,9743,1520.0,610.0,12691,3070,2.02,3.29,39289.74,183641.04,202,2.78,5.4,108.94,4.67,367.4,35-44,F,Traffic,194.5
CMP-0333,TW-0333,Twitter,Carousel,2024-08-11,2024-08-26,Completed,520138,406663,11648,26209,4756.0,4395.0,14001,5524,2.24,6.8,2095.87,3774.91,491,4.22,0.18,4.03,1.8,80.11,45+,F,Traffic,4.27
CMP-0334,IG-0334,Instagram,Image,2024-12-29,2025-02-07,Active,521935,238130,45811,48179,3779.0,3497.0,29716,37449,8.78,10.62,37104.44,123047.11,5267,11.5,0.81,71.09,3.32,231.62,25-34,All,Traffic,7.04
CMP-0335,TW-0335,Twitter,Video,2024-02-09,2024-02-29,Completed,714790,319620,30589,39254,9666.0,2336.0,258390,26446,4.28,7.17,14897.46,9599.51,760,2.48,0.49,20.84,0.64,-35.56,45+,All,Traffic,19.6
CMP-0336,IG-0336,Instagram,Image,2024-01-23,2024-02-25,Completed,601805,279634,62754,135714,14465.0,22759.0,70227,42269,10.43,28.74,4618.52,8201.66,5919,9.43,0.07,7.67,1.78,77.58,25-34,F,Traffic,0.78
CMP-0337,FB-0337,Facebook,Story,2024-05-25,2024-06-08,Paused,458360,351995,50875,118861,20289.0,11582.0,76673,29697,11.1,32.89,20322.19,49595.24,1932,3.8,0.4,44.34,2.44,144.04,35-44,All,Conversions,10.52
